Port ,Pin ,AF0             ,AF1                ,AF2                    ,AF3                                       ,AF4                                                  ,AF5                                               ,AF6                                           ,AF7                                                    ,AF8                                             ,AF9                                                    ,AF10                                                    ,AF11                                                                    ,AF12                             ,AF13                           ,AF14      ,AF15    ,ADC
PortA,PA7 ,                ,TIM1_CH1N          ,TIM3_CH2               ,TIM8_CH1N                                 ,DFSDM2_DATIN1                                        ,I2S1_SDO/SPI1_MOSI                                ,                                              ,                                                       ,I2S6_SDO/SPI6_MOSI                              ,TIM14_CH1                                              ,OCTOSPIM_P1_IO2                                         ,                                                                        ,FMC_SDNWE                        ,                               ,LTDC_VSYNC,EVENTOUT,ADC12_INN3/ADC12_INP7
PortA,PA8 ,RCC_MCO_1       ,TIM1_CH1           ,                       ,TIM8_BKIN2                                ,I2C3_SCL                                             ,                                                  ,                                              ,USART1_CK                                              ,                                                ,                                                       ,USB_OTG_HS_SOF                                          ,UART7_RX                                                                ,TIM8_BKIN2_COMP1/TIM8_BKIN2_COMP2,LTDC_B3                        ,LTDC_R6   ,EVENTOUT,
PortA,PA9 ,                ,TIM1_CH2           ,                       ,LPUART1_TX                                ,I2C3_SMBA                                            ,I2S2_CK/SPI2_SCK                                  ,                                              ,USART1_TX                                              ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,DCMI_D0/PSSI_D0                ,LTDC_R5   ,EVENTOUT,
PortA,PA10,                ,TIM1_CH3           ,                       ,LPUART1_RX                                ,                                                     ,                                                  ,                                              ,USART1_RX                                              ,                                                ,                                                       ,USB_OTG_HS_ID                                           ,MDIOS_MDIO                                                              ,LTDC_B4                          ,DCMI_D1/PSSI_D1                ,LTDC_B1   ,EVENTOUT,
PortA,PA11,                ,TIM1_CH4           ,                       ,LPUART1_CTS                               ,                                                     ,I2S2_WS/SPI2_NSS                                  ,UART4_RX                                      ,USART1_CTS/USART1_NSS                                  ,                                                ,FDCAN1_RX                                              ,                                                        ,                                                                        ,                                 ,                               ,LTDC_R4   ,EVENTOUT,
PortA,PA12,                ,TIM1_ETR           ,                       ,LPUART1_DE/LPUART1_RTS                    ,                                                     ,I2S2_CK/SPI2_SCK                                  ,UART4_TX                                      ,USART1_DE/USART1_RTS                                   ,SAI2_FS_B                                       ,FDCAN1_TX                                              ,                                                        ,                                                                        ,                                 ,                               ,LTDC_R5   ,EVENTOUT,
PortA,PA13,DEBUG_JTMS/SWDIO,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortA,PA14,DEBUG_JTCK/SWCLK,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortA,PA15,DEBUG_JTDI      ,TIM2_CH1/TIM2_ETR  ,                       ,                                          ,CEC                                                  ,I2S1_WS/SPI1_NSS                                  ,I2S3_WS/SPI3_NSS                              ,I2S6_WS/SPI6_NSS                                       ,UART4_DE/UART4_RTS                              ,LTDC_R3                                                ,                                                        ,UART7_TX                                                                ,                                 ,                               ,LTDC_B6   ,EVENTOUT,
PortB,PB0 ,                ,TIM1_CH2N          ,TIM3_CH3               ,TIM8_CH2N                                 ,DFSDM2_CKOUT                                         ,                                                  ,DFSDM1_CKOUT                                  ,                                                       ,UART4_CTS                                       ,LTDC_R3                                                ,USB_OTG_HS_ULPI_D1                                      ,OCTOSPIM_P1_IO1                                                         ,                                 ,                               ,LTDC_G1   ,EVENTOUT,ADC12_INN5/ADC12_INP9
PortB,PB1 ,                ,TIM1_CH3N          ,TIM3_CH4               ,TIM8_CH3N                                 ,                                                     ,                                                  ,DFSDM1_DATIN1                                 ,                                                       ,                                                ,LTDC_R6                                                ,USB_OTG_HS_ULPI_D2                                      ,OCTOSPIM_P1_IO0                                                         ,                                 ,                               ,LTDC_G0   ,EVENTOUT,ADC12_INP5
PortB,PB2 ,RTC_OUT_ALARM   ,                   ,SAI1_D1                ,                                          ,DFSDM1_CKIN1                                         ,                                                  ,SAI1_SD_A                                     ,I2S3_SDO/SPI3_MOSI                                     ,                                                ,OCTOSPIM_P1_CLK                                        ,OCTOSPIM_P1_DQS                                         ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortB,PB3 ,DEBUG_JTDO/SWO  ,TIM2_CH2           ,                       ,                                          ,                                                     ,I2S1_CK/SPI1_SCK                                  ,I2S3_CK/SPI3_SCK                              ,                                                       ,I2S6_CK/SPI6_SCK                                ,SDMMC2_D2                                              ,CRS_SYNC                                                ,UART7_RX                                                                ,                                 ,                               ,          ,EVENTOUT,
PortB,PB4 ,                ,TIM16_BKIN         ,TIM3_CH1               ,                                          ,                                                     ,I2S1_SDI/SPI1_MISO                                ,I2S3_SDI/SPI3_MISO                            ,I2S2_WS/SPI2_NSS                                       ,I2S6_SDI/SPI6_MISO                              ,SDMMC2_D3                                              ,                                                        ,UART7_TX                                                                ,                                 ,                               ,          ,EVENTOUT,
PortB,PB5 ,                ,TIM17_BKIN         ,TIM3_CH2               ,                                          ,I2C1_SMBA                                            ,I2S1_SDO/SPI1_MOSI                                ,I2C4_SMBA                                     ,I2S3_SDO/SPI3_MOSI                                     ,I2S6_SDO/SPI6_MOSI                              ,FDCAN2_RX                                              ,USB_OTG_HS_ULPI_D7                                      ,LTDC_B5                                                                 ,FMC_SDCKE1                       ,DCMI_D10/PSSI_D10              ,UART5_RX  ,EVENTOUT,
PortB,PB6 ,                ,TIM16_CH1N         ,TIM4_CH1               ,                                          ,I2C1_SCL                                             ,CEC                                               ,I2C4_SCL                                      ,USART1_TX                                              ,LPUART1_TX                                      ,FDCAN2_TX                                              ,OCTOSPIM_P1_NCS                                         ,DFSDM1_DATIN5                                                           ,FMC_SDNE1                        ,DCMI_D5/PSSI_D5                ,UART5_TX  ,EVENTOUT,
PortB,PB7 ,                ,TIM17_CH1N         ,TIM4_CH2               ,                                          ,I2C1_SDA                                             ,                                                  ,I2C4_SDA                                      ,USART1_RX                                              ,LPUART1_RX                                      ,                                                       ,                                                        ,DFSDM1_CKIN5                                                            ,FMC_NL                           ,DCMI_VSYNC/PSSI_RDY            ,          ,EVENTOUT,
PortB,PB8 ,                ,TIM16_CH1          ,TIM4_CH3               ,DFSDM1_CKIN7                              ,I2C1_SCL                                             ,                                                  ,I2C4_SCL                                      ,SDMMC1_CKIN                                            ,UART4_RX                                        ,FDCAN1_RX                                              ,SDMMC2_D4                                               ,                                                                        ,SDMMC1_D4                        ,DCMI_D6/PSSI_D6                ,LTDC_B6   ,EVENTOUT,
PortB,PB9 ,                ,TIM17_CH1          ,TIM4_CH4               ,DFSDM1_DATIN7                             ,I2C1_SDA                                             ,I2S2_WS/SPI2_NSS                                  ,I2C4_SDA                                      ,SDMMC1_CDIR                                            ,UART4_TX                                        ,FDCAN1_TX                                              ,SDMMC2_D5                                               ,I2C4_SMBA                                                               ,SDMMC1_D5                        ,DCMI_D7/PSSI_D7                ,LTDC_B7   ,EVENTOUT,
PortB,PB10,                ,TIM2_CH3           ,                       ,LPTIM2_IN1                                ,I2C2_SCL                                             ,I2S2_CK/SPI2_SCK                                  ,DFSDM1_DATIN7                                 ,USART3_TX                                              ,                                                ,OCTOSPIM_P1_NCS                                        ,USB_OTG_HS_ULPI_D3                                      ,                                                                        ,                                 ,                               ,LTDC_G4   ,EVENTOUT,
PortB,PB11,                ,TIM2_CH4           ,                       ,LPTIM2_ETR                                ,I2C2_SDA                                             ,                                                  ,DFSDM1_CKIN7                                  ,USART3_RX                                              ,                                                ,                                                       ,USB_OTG_HS_ULPI_D4                                      ,                                                                        ,                                 ,                               ,LTDC_G5   ,EVENTOUT,
PortB,PB12,                ,TIM1_BKIN          ,                       ,OCTOSPIM_P1_NCLK                          ,I2C2_SMBA                                            ,I2S2_WS/SPI2_NSS                                  ,DFSDM1_DATIN1                                 ,USART3_CK                                              ,                                                ,FDCAN2_RX                                              ,USB_OTG_HS_ULPI_D5                                      ,DFSDM2_DATIN1                                                           ,                                 ,TIM1_BKIN_COMP1/TIM1_BKIN_COMP2,UART5_RX  ,EVENTOUT,
PortB,PB13,                ,TIM1_CH1N          ,                       ,LPTIM2_OUT                                ,DFSDM2_CKIN1                                         ,I2S2_CK/SPI2_SCK                                  ,DFSDM1_CKIN1                                  ,USART3_CTS/USART3_NSS                                  ,                                                ,FDCAN2_TX                                              ,USB_OTG_HS_ULPI_D6                                      ,                                                                        ,SDMMC1_D0                        ,DCMI_D2/PSSI_D2                ,UART5_TX  ,EVENTOUT,
PortB,PB14,                ,TIM1_CH2N          ,TIM12_CH1              ,TIM8_CH2N                                 ,USART1_TX                                            ,I2S2_SDI/SPI2_MISO                                ,DFSDM1_DATIN2                                 ,USART3_DE/USART3_RTS                                   ,UART4_DE/UART4_RTS                              ,SDMMC2_D0                                              ,                                                        ,                                                                        ,                                 ,                               ,LTDC_CLK  ,EVENTOUT,
PortB,PB15,RTC_REFIN       ,TIM1_CH3N          ,TIM12_CH2              ,TIM8_CH3N                                 ,USART1_RX                                            ,I2S2_SDO/SPI2_MOSI                                ,DFSDM1_CKIN2                                  ,                                                       ,UART4_CTS                                       ,SDMMC2_D1                                              ,                                                        ,                                                                        ,                                 ,                               ,LTDC_G7   ,EVENTOUT,
PortC,PC0 ,                ,                   ,                       ,DFSDM1_CKIN0                              ,                                                     ,                                                  ,DFSDM1_DATIN4                                 ,                                                       ,SAI2_FS_B                                       ,FMC_A25                                                ,USB_OTG_HS_ULPI_STP                                     ,LTDC_G2                                                                 ,FMC_SDNWE                        ,                               ,LTDC_R5   ,EVENTOUT,ADC12_INP10
PortC,PC1 ,DEBUG_TRACED0   ,                   ,SAI1_D1                ,DFSDM1_DATIN0                             ,DFSDM1_CKIN4                                         ,I2S2_SDO/SPI2_MOSI                                ,SAI1_SD_A                                     ,                                                       ,                                                ,SDMMC2_CK                                              ,OCTOSPIM_P1_IO4                                         ,                                                                        ,MDIOS_MDC                        ,                               ,LTDC_G5   ,EVENTOUT,ADC12_INN10/ADC12_INP11
PortC,PC2 ,PWR_CSTOP       ,                   ,                       ,DFSDM1_CKIN1                              ,                                                     ,I2S2_SDI/SPI2_MISO                                ,DFSDM1_CKOUT                                  ,                                                       ,                                                ,OCTOSPIM_P1_IO2                                        ,USB_OTG_HS_ULPI_DIR                                     ,OCTOSPIM_P1_IO5                                                         ,FMC_SDNE0                        ,                               ,          ,EVENTOUT,ADC12_INN11/ADC12_INP12
PortC,PC2_C,               ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,        ,ADC2_INP0/ADC2_INN1
PortC,PC3 ,PWR_CSLEEP      ,                   ,                       ,DFSDM1_DATIN1                             ,                                                     ,I2S2_SDO/SPI2_MOSI                                ,                                              ,                                                       ,                                                ,OCTOSPIM_P1_IO0                                        ,USB_OTG_HS_ULPI_NXT                                     ,OCTOSPIM_P1_IO6                                                         ,FMC_SDCKE0                       ,                               ,          ,EVENTOUT,ADC12_INP13,ADC12_INN12
PortC,PC3_C,               ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,        ,ADC2_INP1
PortC,PC4 ,                ,                   ,                       ,DFSDM1_CKIN2                              ,                                                     ,I2S1_MCK                                          ,                                              ,                                                       ,                                                ,SPDIFRX_IN3                                            ,                                                        ,                                                                        ,FMC_SDNE0                        ,                               ,LTDC_R7   ,EVENTOUT,ADC12_INP4
PortC,PC5 ,                ,                   ,SAI1_D3                ,DFSDM1_DATIN2                             ,PSSI_D15                                             ,                                                  ,                                              ,                                                       ,                                                ,SPDIFRX_IN4                                            ,OCTOSPIM_P1_DQS                                         ,                                                                        ,FMC_SDCKE0                       ,COMP1_OUT                      ,LTDC_DE   ,EVENTOUT,ADC12_INN4/ADC12_INP8
PortC,PC6 ,                ,                   ,TIM3_CH1               ,TIM8_CH1                                  ,DFSDM1_CKIN3                                         ,I2S2_MCK                                          ,                                              ,USART6_TX                                              ,SDMMC1_D0DIR                                    ,FMC_NWAIT                                              ,SDMMC2_D6                                               ,                                                                        ,SDMMC1_D6                        ,DCMI_D0/PSSI_D0                ,LTDC_HSYNC,EVENTOUT,
PortC,PC7 ,DEBUG_TRGIO     ,                   ,TIM3_CH2               ,TIM8_CH2                                  ,DFSDM1_DATIN3                                        ,                                                  ,I2S3_MCK                                      ,USART6_RX                                              ,SDMMC1_D123DIR                                  ,FMC_NE1                                                ,SDMMC2_D7                                               ,SWPMI1_TX                                                               ,SDMMC1_D7                        ,DCMI_D1/PSSI_D1                ,LTDC_G6   ,EVENTOUT,
PortC,PC8 ,DEBUG_TRACED1   ,                   ,TIM3_CH3               ,TIM8_CH3                                  ,                                                     ,                                                  ,                                              ,USART6_CK                                              ,UART5_DE/UART5_RTS                              ,FMC_NCE/FMC_NE2                                        ,FMC_INT                                                 ,SWPMI1_RX                                                               ,SDMMC1_D0                        ,DCMI_D2/PSSI_D2                ,          ,EVENTOUT,
PortC,PC9 ,RCC_MCO_2       ,                   ,TIM3_CH4               ,TIM8_CH4                                  ,I2C3_SDA                                             ,I2S_CKIN                                          ,                                              ,                                                       ,UART5_CTS                                       ,OCTOSPIM_P1_IO0                                        ,LTDC_G3                                                 ,SWPMI1_SUSPEND                                                          ,SDMMC1_D1                        ,DCMI_D3/PSSI_D3                ,LTDC_B2   ,EVENTOUT,
PortC,PC10,                ,                   ,                       ,DFSDM1_CKIN5                              ,DFSDM2_CKIN0                                         ,                                                  ,I2S3_CK/SPI3_SCK                              ,USART3_TX                                              ,UART4_TX                                        ,OCTOSPIM_P1_IO1                                        ,LTDC_B1                                                 ,SWPMI1_RX                                                               ,SDMMC1_D2                        ,DCMI_D8/PSSI_D8                ,LTDC_R2   ,EVENTOUT,
PortC,PC11,                ,                   ,                       ,DFSDM1_DATIN5                             ,DFSDM2_DATIN0                                        ,                                                  ,I2S3_SDI/SPI3_MISO                            ,USART3_RX                                              ,UART4_RX                                        ,OCTOSPIM_P1_NCS                                        ,                                                        ,                                                                        ,SDMMC1_D3                        ,DCMI_D4/PSSI_D4                ,LTDC_B4   ,EVENTOUT,
PortC,PC12,DEBUG_TRACED3   ,                   ,TIM15_CH1              ,                                          ,DFSDM2_CKOUT                                         ,I2S6_CK/SPI6_SCK                                  ,I2S3_SDO/SPI3_MOSI                            ,USART3_CK                                              ,UART5_TX                                        ,                                                       ,                                                        ,                                                                        ,SDMMC1_CK                        ,DCMI_D9/PSSI_D9                ,LTDC_R6   ,EVENTOUT,
PortC,PC13,                ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortC,PC14,                ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortC,PC15,                ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,                                 ,                               ,          ,EVENTOUT,
PortD,PD0 ,                ,                   ,                       ,DFSDM1_CKIN6                              ,                                                     ,                                                  ,                                              ,                                                       ,UART4_RX                                        ,FDCAN1_RX                                              ,                                                        ,UART9_CTS                                                               ,FMC_D2/FMC_DA2                   ,                               ,LTDC_B1   ,EVENTOUT,
PortD,PD1 ,                ,                   ,                       ,DFSDM1_DATIN6                             ,                                                     ,                                                  ,                                              ,                                                       ,UART4_TX                                        ,FDCAN1_TX                                              ,                                                        ,                                                                        ,FMC_D3/FMC_DA3                   ,                               ,          ,EVENTOUT,
PortD,PD2 ,DEBUG_TRACED2   ,                   ,TIM3_ETR               ,                                          ,TIM15_BKIN                                           ,                                                  ,                                              ,                                                       ,UART5_RX                                        ,LTDC_B7                                                ,                                                        ,                                                                        ,SDMMC1_CMD                       ,DCMI_D11/PSSI_D11              ,LTDC_B2   ,EVENTOUT,
PortD,PD3 ,                ,                   ,                       ,DFSDM1_CKOUT                              ,                                                     ,I2S2_CK/SPI2_SCK                                  ,                                              ,USART2_CTS/USART2_NSS                                  ,                                                ,                                                       ,                                                        ,                                                                        ,FMC_CLK                          ,DCMI_D5/PSSI_D5                ,LTDC_G7   ,EVENTOUT,
PortD,PD4 ,                ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,USART2_DE/USART2_RTS                                   ,                                                ,                                                       ,OCTOSPIM_P1_IO4                                         ,                                                                        ,FMC_NOE                          ,                               ,          ,EVENTOUT,
PortD,PD5 ,                ,                   ,                       ,                                          ,                                                     ,                                                  ,                                              ,USART2_TX                                              ,                                                ,                                                       ,OCTOSPIM_P1_IO5                                         ,                                                                        ,FMC_NWE                          ,                               ,          ,EVENTOUT,
PortD,PD6 ,                ,                   ,SAI1_D1                ,DFSDM1_CKIN4                              ,DFSDM1_DATIN1                                        ,I2S3_SDO/SPI3_MOSI                                ,SAI1_SD_A                                     ,USART2_RX                                              ,                                                ,                                                       ,OCTOSPIM_P1_IO6                                         ,SDMMC2_CK                                                               ,FMC_NWAIT                        ,DCMI_D10/PSSI_D10              ,LTDC_B2   ,EVENTOUT,
PortD,PD7 ,                ,                   ,                       ,DFSDM1_DATIN4                             ,                                                     ,I2S1_SDO/SPI1_MOSI                                ,DFSDM1_CKIN1                                  ,USART2_CK                                              ,                                                ,SPDIFRX_IN1                                            ,OCTOSPIM_P1_IO7                                         ,SDMMC2_CMD                                                              ,FMC_NE1                          ,                               ,          ,EVENTOUT,
PortD,PD8 ,                ,                   ,                       ,DFSDM1_CKIN3                              ,                                                     ,                                                  ,                                              ,USART3_TX                                              ,                                                ,SPDIFRX_IN2                                            ,                                                        ,                                                                        ,FMC_D13/FMC_DA13                 ,                               ,          ,EVENTOUT,
PortD,PD9 ,                ,                   ,                       ,DFSDM1_DATIN3                             ,                                                     ,                                                  ,                                              ,USART3_RX                                              ,                                                ,                                                       ,                                                        ,                                                                        ,FMC_D14/FMC_DA14                 ,                               ,          ,EVENTOUT,
PortD,PD10,                ,                   ,                       ,DFSDM1_CKOUT                              ,DFSDM2_CKOUT                                         ,                                                  ,                                              ,USART3_CK                                              ,                                                ,                                                       ,                                                        ,                                                                        ,FMC_D15/FMC_DA15                 ,                               ,LTDC_B3   ,EVENTOUT,
PortD,PD11,                ,                   ,                       ,LPTIM2_IN2                                ,I2C4_SMBA                                            ,                                                  ,                                              ,USART3_CTS/USART3_NSS                                  ,                                                ,OCTOSPIM_P1_IO0                                        ,SAI2_SD_A                                               ,                                                                        ,FMC_A16/FMC_CLE                  ,                               ,          ,EVENTOUT,
PortD,PD12,                ,LPTIM1_IN1         ,TIM4_CH1               ,LPTIM2_IN1                                ,I2C4_SCL                                             ,                                                  ,                                              ,USART3_DE/USART3_RTS                                   ,                                                ,OCTOSPIM_P1_IO1                                        ,SAI2_FS_A                                               ,                                                                        ,FMC_A17/FMC_ALE                  ,DCMI_D12/PSSI_D12              ,          ,EVENTOUT,
PortD,PD13,                ,LPTIM1_OUT         ,TIM4_CH2               ,                                          ,I2C4_SDA                                             ,                                                  ,                                              ,                                                       ,                                                ,OCTOSPIM_P1_IO3                                        ,SAI2_SCK_A                                              ,UART9_DE/UART9_RTS                                                      ,FMC_A18                          ,DCMI_D13/PSSI_D13              ,          ,EVENTOUT,
PortD,PD14,                ,                   ,TIM4_CH3               ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,UART8_CTS                                       ,                                                       ,                                                        ,UART9_RX                                                                ,FMC_D0/FMC_DA0                   ,                               ,          ,EVENTOUT,
PortD,PD15,                ,                   ,TIM4_CH4               ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,UART8_DE/UART8_RTS                              ,                                                       ,                                                        ,UART9_TX                                                                ,FMC_D1/FMC_DA1                   ,                               ,          ,EVENTOUT,
PortE,PE0 ,                ,LPTIM1_ETR         ,TIM4_ETR               ,                                          ,LPTIM2_ETR                                           ,                                                  ,                                              ,                                                       ,UART8_RX                                        ,                                                       ,SAI2_MCLK_A                                             ,                                                                        ,FMC_NBL0                         ,DCMI_D2/PSSI_D2                ,LTDC_R0   ,EVENTOUT,
PortE,PE1 ,                ,LPTIM1_IN2         ,                       ,                                          ,                                                     ,                                                  ,                                              ,                                                       ,UART8_TX                                        ,                                                       ,                                                        ,                                                                        ,FMC_NBL1                         ,DCMI_D3/PSSI_D3                ,LTDC_R6   ,EVENTOUT,
PortE,PE2 ,DEBUG_TRACECLK  ,                   ,SAI1_CK1               ,                                          ,                                                     ,SPI4_SCK                                          ,SAI1_MCLK_A                                   ,                                                       ,                                                ,OCTOSPIM_P1_IO2                                        ,                                                        ,USART10_RX                                                              ,FMC_A23                          ,                               ,          ,EVENTOUT,
PortE,PE3 ,DEBUG_TRACED0   ,                   ,                       ,                                          ,TIM15_BKIN                                           ,                                                  ,SAI1_SD_B                                     ,                                                       ,                                                ,                                                       ,                                                        ,USART10_TX                                                              ,FMC_A19                          ,                               ,          ,EVENTOUT,
PortE,PE4 ,DEBUG_TRACED1   ,                   ,SAI1_D2                ,DFSDM1_DATIN3                             ,TIM15_CH1N                                           ,SPI4_NSS                                          ,SAI1_FS_A                                     ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,FMC_A20                          ,DCMI_D4/PSSI_D4                ,LTDC_B0   ,EVENTOUT,
PortE,PE5 ,DEBUG_TRACED2   ,                   ,SAI1_CK2               ,DFSDM1_CKIN3                              ,TIM15_CH1                                            ,SPI4_MISO                                         ,SAI1_SCK_A                                    ,                                                       ,                                                ,                                                       ,                                                        ,                                                                        ,FMC_A21                          ,DCMI_D6/PSSI_D6                ,LTDC_G0   ,EVENTOUT,
PortE,PE6 ,DEBUG_TRACED3   ,TIM1_BKIN2         ,SAI1_D1                ,                                          ,TIM15_CH2                                            ,SPI4_MOSI                                         ,SAI1_SD_A                                     ,                                                       ,                                                ,                                                       ,SAI2_MCLK_B                                             ,TIM1_BKIN2_COMP1/TIM1_BKIN2_COMP2                                       ,FMC_A22                          ,DCMI_D7/PSSI_D7                ,LTDC_G1   ,EVENTOUT,
PortE,PE7 ,                ,TIM1_ETR           ,                       ,DFSDM1_DATIN2                             ,                                                     ,                                                  ,                                              ,UART7_RX                                               ,                                                ,                                                       ,OCTOSPIM_P1_IO4                                         ,                                                                        ,FMC_D4/FMC_DA4                   ,                               ,          ,EVENTOUT,
PortE,PE8 ,                ,TIM1_CH1N          ,                       ,DFSDM1_CKIN2                              ,                                                     ,                                                  ,                                              ,UART7_TX                                               ,                                                ,                                                       ,OCTOSPIM_P1_IO5                                         ,                                                                        ,FMC_D5/FMC_DA5                   ,COMP2_OUT                      ,          ,EVENTOUT,
PortE,PE9 ,                ,TIM1_CH1           ,                       ,DFSDM1_CKOUT                              ,                                                     ,                                                  ,                                              ,UART7_DE/UART7_RTS                                     ,                                                ,                                                       ,OCTOSPIM_P1_IO6                                         ,                                                                        ,FMC_D6/FMC_DA6                   ,                               ,          ,EVENTOUT,
